Банк;Номер лицензии банка;Место в рейтинге;Дата отчёта;Наименование статей;Символы;Суммы в рублях от операций в рублях;Суммы в рублях от операций в ин. валюте и драг. металлах;Всего
ВТБ;1000;2;2022-01-01;Минфину России;11101;0;0;0
ВТБ;1000;2;2022-01-01;финансовым органам субъектов Российской Федерации и органов местного самоуправления;11102;468452;0;468452
ВТБ;1000;2;2022-01-01;государственным внебюджетным фондам Российской Федерации;11103;0;0;0
ВТБ;1000;2;2022-01-01;внебюджетным фондам субъектов Российской Федерации и органов местного самоуправления;11104;0;0;0
ВТБ;1000;2;2022-01-01;финансовым организациям, находящимся в федеральной собственности;11105;2786867;0;2786867
ВТБ;1000;2;2022-01-01;коммерческим организациям, находящимся в федеральной собственности;11106;6320825;828914;7149739
ВТБ;1000;2;2022-01-01;некоммерческим организациям, находящимся в федеральной собственности;11107;85734;0;85734
ВТБ;1000;2;2022-01-01;финансовым организациям, находящимся в государственной (кроме федеральной) собственности;11108;0;0;0
ВТБ;1000;2;2022-01-01;коммерческим организациям, находящимся в государственной (кроме федеральной) собственности;11109;2472156;0;2472156
ВТБ;1000;2;2022-01-01;некоммерческим организациям, находящимся в государственной (кроме федеральной) собственности;11110;441210;0;441210
ВТБ;1000;2;2022-01-01;негосударственным финансовым организациям;11111;69316174;935554;70251728
ВТБ;1000;2;2022-01-01;негосударственным коммерческим организациям;11112;319729756;15954582;335684338
ВТБ;1000;2;2022-01-01;негосударственным некоммерческим организациям;11113;100586;2;100588
ВТБ;1000;2;2022-01-01;индивидуальным предпринимателям;11114;6467660;301;6467961
ВТБ;1000;2;2022-01-01;гражданам (физическим лицам);11115;365682744;531477;366214221
ВТБ;1000;2;2022-01-01;юридическим лицам - нерезидентам;11116;11403899;54733725;66137624
ВТБ;1000;2;2022-01-01;физическим лицам - нерезидентам;11117;1717244;7428;1724672
ВТБ;1000;2;2022-01-01;кредитным организациям;11118;21154229;11973;21166202
ВТБ;1000;2;2022-01-01;банкам-нерезидентам;11119;1507869;1178901;2686770
ВТБ;1000;2;2022-01-01;иностранным государствам;11120;0;0;0
ВТБ;1000;2;2022-01-01;в Минфине России;11201;0;0;0
ВТБ;1000;2;2022-01-01;в финансовых органах субъектов Российской Федерации и органов местного самоуправления;11202;0;0;0
ВТБ;1000;2;2022-01-01;в государственных внебюджетных фондах Российской Федерации;11203;0;0;0
ВТБ;1000;2;2022-01-01;во внебюджетных фондах субъектов Российской Федерации и органов местного самоуправления;11204;0;0;0
ВТБ;1000;2;2022-01-01;в финансовых организациях, находящихся в федеральной собственности;11205;0;0;0
ВТБ;1000;2;2022-01-01;в коммерческих организациях, находящихся в федеральной собственности;11206;7;0;7
ВТБ;1000;2;2022-01-01;в некоммерческих организациях, находящихся в федеральной собственности;11207;0;0;0
ВТБ;1000;2;2022-01-01;в финансовых организациях, находящихся в государственной (кроме федеральной) собственности;11208;0;0;0
ВТБ;1000;2;2022-01-01;в коммерческих организациях, находящихся в государственной (кроме федеральной) собственности;11209;0;0;0
ВТБ;1000;2;2022-01-01;в некоммерческих организациях, находящихся в государственной (кроме федеральной) собственности;11210;0;0;0
ВТБ;1000;2;2022-01-01;в негосударственных финансовых организациях;11211;2772361;2043;2774404
ВТБ;1000;2;2022-01-01;в негосударственных коммерческих организациях;11212;5626244;4073726;9699970
ВТБ;1000;2;2022-01-01;в негосударственных некоммерческих организациях;11213;0;0;0
ВТБ;1000;2;2022-01-01;в юридических лицах - нерезидентах;11214;261223;1673019;1934242
ВТБ;1000;2;2022-01-01;в кредитных организациях;11215;4815961;440103;5256064
ВТБ;1000;2;2022-01-01;в банках-нерезидентах;11216;139158;217150;356308
ВТБ;1000;2;2022-01-01;в Банке России;11217;0;0;0
ВТБ;1000;2;2022-01-01;индивидуальным предпринимателям;11218;0;0;0
ВТБ;1000;2;2022-01-01;гражданам (физическим лицам);11219;0;0;0
ВТБ;1000;2;2022-01-01;физическим лицам - нерезидентам;11220;0;0;0
ВТБ;1000;2;2022-01-01;в Банке России;11301;0;0;0
ВТБ;1000;2;2022-01-01;в кредитных организациях;11302;6175;18512;24687
ВТБ;1000;2;2022-01-01;в банках-нерезидентах;11303;10;199048;199058
ВТБ;1000;2;2022-01-01;в Банке России;11401;2787888;0;2787888
ВТБ;1000;2;2022-01-01;в кредитных организациях;11402;0;30;30
ВТБ;1000;2;2022-01-01;в банках-нерезидентах;11403;0;503831;503831
ВТБ;1000;2;2022-01-01;Российской Федерации;11501;7335777;1036975;8372752
ВТБ;1000;2;2022-01-01;субъектов Российской Федерации и органов местного самоуправления;11502;377206;0;377206
ВТБ;1000;2;2022-01-01;Банка России;11503;0;0;0
ВТБ;1000;2;2022-01-01;кредитных организаций;11504;47301;0;47301
ВТБ;1000;2;2022-01-01;прочих резидентов;11505;52256220;696549;52952769
ВТБ;1000;2;2022-01-01;иностранных государств;11506;293700;185412;479112
ВТБ;1000;2;2022-01-01;банков-нерезидентов;11507;0;0;0
ВТБ;1000;2;2022-01-01;прочих нерезидентов;11508;1046310;5911931;6958241
ВТБ;1000;2;2022-01-01;Российской Федерации;11601;76732709;0;76732709
ВТБ;1000;2;2022-01-01;субъектов Российской Федерации и органов местного самоуправления;11602;0;0;0
ВТБ;1000;2;2022-01-01;Банка России;11603;0;0;0
ВТБ;1000;2;2022-01-01;кредитных организаций;11604;0;0;0
ВТБ;1000;2;2022-01-01;прочих резидентов;11605;155278;0;155278
ВТБ;1000;2;2022-01-01;иностранных государств;11606;0;2091;2091
ВТБ;1000;2;2022-01-01;банков-нерезидентов;11607;0;0;0
ВТБ;1000;2;2022-01-01;прочих нерезидентов;11608;0;0;0
ВТБ;1000;2;2022-01-01;Российской Федерации;11701;0;0;0
ВТБ;1000;2;2022-01-01;субъектов Российской Федерации и органов местного самоуправления;11702;0;0;0
ВТБ;1000;2;2022-01-01;Банка России;11703;0;0;0
ВТБ;1000;2;2022-01-01;кредитных организаций;11704;0;0;0
ВТБ;1000;2;2022-01-01;прочих резидентов;11705;24952671;0;24952671
ВТБ;1000;2;2022-01-01;иностранных государств;11706;0;0;0
ВТБ;1000;2;2022-01-01;банков-нерезидентов;11707;0;0;0
ВТБ;1000;2;2022-01-01;прочих нерезидентов;11708;0;0;0
ВТБ;1000;2;2022-01-01;органов федеральной власти;11801;0;0;0
ВТБ;1000;2;2022-01-01;органов власти субъектов Российской Федерации и органов местного самоуправления;11802;0;0;0
ВТБ;1000;2;2022-01-01;кредитных организаций;11803;0;0;0
ВТБ;1000;2;2022-01-01;прочих резидентов;11804;0;0;0
ВТБ;1000;2;2022-01-01;органов государственной власти иностранных государств;11805;0;0;0
ВТБ;1000;2;2022-01-01;органов местной власти иностранных государств;11806;0;0;0
ВТБ;1000;2;2022-01-01;банков-нерезидентов;11807;0;0;0
ВТБ;1000;2;2022-01-01;прочих нерезидентов;11808;0;0;0
ВТБ;1000;2;2022-01-01;Минфину России;12101;0;0;0
ВТБ;1000;2;2022-01-01;финансовым органам субъектов Российской Федерации и органов местного самоуправления;12102;0;0;0
ВТБ;1000;2;2022-01-01;государственным внебюджетным фондам Российской Федерации;12103;0;0;0
ВТБ;1000;2;2022-01-01;внебюджетным фондам субъектов Российской Федерации и органов местного самоуправления;12104;0;0;0
ВТБ;1000;2;2022-01-01;финансовым организациям, находящимся в федеральной собственности;12105;12865;0;12865
ВТБ;1000;2;2022-01-01;коммерческим организациям, находящимся в федеральной собственности;12106;530871;435;531306
ВТБ;1000;2;2022-01-01;некоммерческим организациям, находящимся в федеральной собственности;12107;1178;0;1178
ВТБ;1000;2;2022-01-01;финансовым организациям, находящимся в государственной (кроме федеральной) собственности;12108;0;0;0
ВТБ;1000;2;2022-01-01;коммерческим организациям, находящимся в государственной (кроме федеральной) собственности;12109;149563;0;149563
ВТБ;1000;2;2022-01-01;некоммерческим организациям, находящимся в государственной (кроме федеральной) собственности;12110;13901;0;13901
ВТБ;1000;2;2022-01-01;негосударственным финансовым организациям;12111;244352;2071;246423
ВТБ;1000;2;2022-01-01;негосударственным коммерческим организациям;12112;23138493;375749;23514242
ВТБ;1000;2;2022-01-01;негосударственным некоммерческим организациям;12113;109630;1385;111015
ВТБ;1000;2;2022-01-01;индивидуальным предпринимателям;12114;1366714;0;1366714
ВТБ;1000;2;2022-01-01;гражданам (физическим лицам);12115;25699064;1060;25700124
ВТБ;1000;2;2022-01-01;юридическим лицам - нерезидентам;12116;706748;3287532;3994280
ВТБ;1000;2;2022-01-01;физическим лицам - нерезидентам;12117;50290;24;50314
ВТБ;1000;2;2022-01-01;кредитным организациям;12118;0;0;0
ВТБ;1000;2;2022-01-01;банкам-нерезидентам;12119;10475;10469;20944
ВТБ;1000;2;2022-01-01;иностранным государствам;12120;0;0;0
ВТБ;1000;2;2022-01-01;в Минфине России;12201;0;0;0
ВТБ;1000;2;2022-01-01;в финансовых органах субъектов Российской Федерации и органов местного самоуправления;12202;0;0;0
ВТБ;1000;2;2022-01-01;в государственных внебюджетных фондах Российской Федерации;12203;0;0;0
ВТБ;1000;2;2022-01-01;во внебюджетных фондах субъектов Российской Федерации и органов местного самоуправления;12204;0;0;0
ВТБ;1000;2;2022-01-01;в финансовых организациях, находящихся в федеральной собственности;12205;0;0;0
ВТБ;1000;2;2022-01-01;в коммерческих организациях, находящихся в федеральной собственности;12206;0;0;0
ВТБ;1000;2;2022-01-01;в некоммерческих организациях, находящихся в федеральной собственности;12207;0;0;0
ВТБ;1000;2;2022-01-01;в финансовых организациях, находящихся в государственной (кроме федеральной) собственности;12208;0;0;0
ВТБ;1000;2;2022-01-01;в коммерческих организациях, находящихся в государственной (кроме федеральной) собственности;12209;0;0;0
ВТБ;1000;2;2022-01-01;в некоммерческих организациях, находящихся в государственной (кроме федеральной) собственности;12210;0;0;0
ВТБ;1000;2;2022-01-01;в негосударственных финансовых организациях;12211;0;0;0
ВТБ;1000;2;2022-01-01;в негосударственных коммерческих организациях;12212;43557;0;43557
ВТБ;1000;2;2022-01-01;в негосударственных некоммерческих организациях;12213;0;0;0
ВТБ;1000;2;2022-01-01;в юридических лицах - нерезидентах;12214;1166;1247;2413
ВТБ;1000;2;2022-01-01;в кредитных организациях;12215;0;0;0
ВТБ;1000;2;2022-01-01;в банках-нерезидентах;12216;0;2970;2970
ВТБ;1000;2;2022-01-01;в Банке России;12217;0;0;0
ВТБ;1000;2;2022-01-01;индивидуальным предпринимателям;12218;0;0;0
ВТБ;1000;2;2022-01-01;гражданам (физическим лицам);12219;0;0;0
ВТБ;1000;2;2022-01-01;физическим лицам - нерезидентам;12220;0;0;0
ВТБ;1000;2;2022-01-01;в Банке России;12301;0;0;0
ВТБ;1000;2;2022-01-01;в кредитных организациях;12302;0;0;0
ВТБ;1000;2;2022-01-01;в банках-нерезидентах;12303;0;0;0
ВТБ;1000;2;2022-01-01;Минфину России;13101;0;0;0
ВТБ;1000;2;2022-01-01;финансовым органам субъектов Российской Федерации и органов местного самоуправления;13102;0;0;0
ВТБ;1000;2;2022-01-01;государственным внебюджетным фондам Российской Федерации;13103;0;0;0
ВТБ;1000;2;2022-01-01;внебюджетным фондам субъектов Российской Федерации и органов местного самоуправления;13104;0;0;0
ВТБ;1000;2;2022-01-01;финансовым организациям, находящимся в федеральной собственности;13105;181573;0;181573
ВТБ;1000;2;2022-01-01;коммерческим организациям, находящимся в федеральной собственности;13106;547334;0;547334
ВТБ;1000;2;2022-01-01;некоммерческим организациям, находящимся в федеральной собственности;13107;0;0;0
ВТБ;1000;2;2022-01-01;финансовым организациям, находящимся в государственной (кроме федеральной) собственности;13108;0;0;0
ВТБ;1000;2;2022-01-01;коммерческим организациям, находящимся в государственной (кроме федеральной) собственности;13109;10489;0;10489
ВТБ;1000;2;2022-01-01;некоммерческим организациям, находящимся в государственной (кроме федеральной) собственности;13110;227755;0;227755
ВТБ;1000;2;2022-01-01;негосударственным финансовым организациям;13111;387604;0;387604
ВТБ;1000;2;2022-01-01;негосударственным коммерческим организациям;13112;25621840;0;25621840
ВТБ;1000;2;2022-01-01;негосударственным некоммерческим организациям;13113;5991;0;5991
ВТБ;1000;2;2022-01-01;индивидуальным предпринимателям;13114;743;0;743
ВТБ;1000;2;2022-01-01;гражданам (физическим лицам);13115;499012;0;499012
