Банк;Номер лицензии банка;Место в рейтинге;Дата отчёта;Наименование статей;Символы;Суммы в рублях от операций в рублях;Суммы в рублях от операций в ин. валюте и драг. металлах;Всего
Райффайзен Банк;3292;10;2022-01-01;Минфину России;11101;0;0;0
Райффайзен Банк;3292;10;2022-01-01;финансовым органам субъектов Российской Федерации и органов местного самоуправления;11102;0;0;0
Райффайзен Банк;3292;10;2022-01-01;государственным внебюджетным фондам Российской Федерации;11103;0;0;0
Райффайзен Банк;3292;10;2022-01-01;внебюджетным фондам субъектов Российской Федерации и органов местного самоуправления;11104;0;0;0
Райффайзен Банк;3292;10;2022-01-01;финансовым организациям, находящимся в федеральной собственности;11105;0;0;0
Райффайзен Банк;3292;10;2022-01-01;коммерческим организациям, находящимся в федеральной собственности;11106;4134;0;4134
Райффайзен Банк;3292;10;2022-01-01;некоммерческим организациям, находящимся в федеральной собственности;11107;0;0;0
Райффайзен Банк;3292;10;2022-01-01;финансовым организациям, находящимся в государственной (кроме федеральной) собственности;11108;0;0;0
Райффайзен Банк;3292;10;2022-01-01;коммерческим организациям, находящимся в государственной (кроме федеральной) собственности;11109;0;0;0
Райффайзен Банк;3292;10;2022-01-01;некоммерческим организациям, находящимся в государственной (кроме федеральной) собственности;11110;0;0;0
Райффайзен Банк;3292;10;2022-01-01;негосударственным финансовым организациям;11111;1437797;12543;1450340
Райффайзен Банк;3292;10;2022-01-01;негосударственным коммерческим организациям;11112;24384056;2575696;26959752
Райффайзен Банк;3292;10;2022-01-01;негосударственным некоммерческим организациям;11113;31264;0;31264
Райффайзен Банк;3292;10;2022-01-01;индивидуальным предпринимателям;11114;1045576;0;1045576
Райффайзен Банк;3292;10;2022-01-01;гражданам (физическим лицам);11115;36839500;72019;36911519
Райффайзен Банк;3292;10;2022-01-01;юридическим лицам - нерезидентам;11116;865584;691760;1557344
Райффайзен Банк;3292;10;2022-01-01;физическим лицам - нерезидентам;11117;277829;2497;280326
Райффайзен Банк;3292;10;2022-01-01;кредитным организациям;11118;195638;11405;207043
Райффайзен Банк;3292;10;2022-01-01;банкам-нерезидентам;11119;7423;940;8363
Райффайзен Банк;3292;10;2022-01-01;иностранным государствам;11120;0;0;0
Райффайзен Банк;3292;10;2022-01-01;в Минфине России;11201;0;0;0
Райффайзен Банк;3292;10;2022-01-01;в финансовых органах субъектов Российской Федерации и органов местного самоуправления;11202;0;0;0
Райффайзен Банк;3292;10;2022-01-01;в государственных внебюджетных фондах Российской Федерации;11203;0;0;0
Райффайзен Банк;3292;10;2022-01-01;во внебюджетных фондах субъектов Российской Федерации и органов местного самоуправления;11204;0;0;0
Райффайзен Банк;3292;10;2022-01-01;в финансовых организациях, находящихся в федеральной собственности;11205;0;0;0
Райффайзен Банк;3292;10;2022-01-01;в коммерческих организациях, находящихся в федеральной собственности;11206;0;0;0
Райффайзен Банк;3292;10;2022-01-01;в некоммерческих организациях, находящихся в федеральной собственности;11207;0;0;0
Райффайзен Банк;3292;10;2022-01-01;в финансовых организациях, находящихся в государственной (кроме федеральной) собственности;11208;0;0;0
Райффайзен Банк;3292;10;2022-01-01;в коммерческих организациях, находящихся в государственной (кроме федеральной) собственности;11209;0;0;0
Райффайзен Банк;3292;10;2022-01-01;в некоммерческих организациях, находящихся в государственной (кроме федеральной) собственности;11210;0;0;0
Райффайзен Банк;3292;10;2022-01-01;в негосударственных финансовых организациях;11211;49110;9156;58266
Райффайзен Банк;3292;10;2022-01-01;в негосударственных коммерческих организациях;11212;1738;4;1742
Райффайзен Банк;3292;10;2022-01-01;в негосударственных некоммерческих организациях;11213;0;0;0
Райффайзен Банк;3292;10;2022-01-01;в юридических лицах - нерезидентах;11214;1466;636;2102
