Банк;Номер лицензии банка;Место в рейтинге;Дата отчёта;Наименование статей;Символы;Суммы в рублях от операций в рублях;Суммы в рублях от операций в ин. валюте и драг. металлах;Всего
Россельхозбанк;3349;6;2022-01-01;Минфину России;11101;0;0;0
Россельхозбанк;3349;6;2022-01-01;финансовым органам субъектов Российской Федерации и органов местного самоуправления;11102;0;0;0
Россельхозбанк;3349;6;2022-01-01;государственным внебюджетным фондам Российской Федерации;11103;0;0;0
Россельхозбанк;3349;6;2022-01-01;внебюджетным фондам субъектов Российской Федерации и органов местного самоуправления;11104;0;0;0
Россельхозбанк;3349;6;2022-01-01;финансовым организациям, находящимся в федеральной собственности;11105;0;0;0
Россельхозбанк;3349;6;2022-01-01;коммерческим организациям, находящимся в федеральной собственности;11106;445618;0;445618
Россельхозбанк;3349;6;2022-01-01;некоммерческим организациям, находящимся в федеральной собственности;11107;667;0;667
Россельхозбанк;3349;6;2022-01-01;финансовым организациям, находящимся в государственной (кроме федеральной) собственности;11108;0;0;0
Россельхозбанк;3349;6;2022-01-01;коммерческим организациям, находящимся в государственной (кроме федеральной) собственности;11109;27026;0;27026
Россельхозбанк;3349;6;2022-01-01;некоммерческим организациям, находящимся в государственной (кроме федеральной) собственности;11110;66;0;66
Россельхозбанк;3349;6;2022-01-01;негосударственным финансовым организациям;11111;1842218;321713;2163931
Россельхозбанк;3349;6;2022-01-01;негосударственным коммерческим организациям;11112;92889799;12668850;105558649
Россельхозбанк;3349;6;2022-01-01;негосударственным некоммерческим организациям;11113;14879;0;14879
Россельхозбанк;3349;6;2022-01-01;индивидуальным предпринимателям;11114;1506216;0;1506216
Россельхозбанк;3349;6;2022-01-01;гражданам (физическим лицам);11115;50317706;3650;50321356
Россельхозбанк;3349;6;2022-01-01;юридическим лицам - нерезидентам;11116;0;3877711;3877711
Россельхозбанк;3349;6;2022-01-01;физическим лицам - нерезидентам;11117;0;0;0
Россельхозбанк;3349;6;2022-01-01;кредитным организациям;11118;1603608;1022;1604630
Россельхозбанк;3349;6;2022-01-01;банкам-нерезидентам;11119;384649;880222;1264871
Россельхозбанк;3349;6;2022-01-01;иностранным государствам;11120;0;0;0
Россельхозбанк;3349;6;2022-01-01;в Минфине России;11201;0;0;0
Россельхозбанк;3349;6;2022-01-01;в финансовых органах субъектов Российской Федерации и органов местного самоуправления;11202;0;0;0
Россельхозбанк;3349;6;2022-01-01;в государственных внебюджетных фондах Российской Федерации;11203;0;0;0
Россельхозбанк;3349;6;2022-01-01;во внебюджетных фондах субъектов Российской Федерации и органов местного самоуправления;11204;0;0;0
Россельхозбанк;3349;6;2022-01-01;в финансовых организациях, находящихся в федеральной собственности;11205;0;0;0
Россельхозбанк;3349;6;2022-01-01;в коммерческих организациях, находящихся в федеральной собственности;11206;0;0;0
Россельхозбанк;3349;6;2022-01-01;в некоммерческих организациях, находящихся в федеральной собственности;11207;0;0;0
Россельхозбанк;3349;6;2022-01-01;в финансовых организациях, находящихся в государственной (кроме федеральной) собственности;11208;0;0;0
Россельхозбанк;3349;6;2022-01-01;в коммерческих организациях, находящихся в государственной (кроме федеральной) собственности;11209;0;0;0
Россельхозбанк;3349;6;2022-01-01;в некоммерческих организациях, находящихся в государственной (кроме федеральной) собственности;11210;0;0;0
Россельхозбанк;3349;6;2022-01-01;в негосударственных финансовых организациях;11211;0;0;0
Россельхозбанк;3349;6;2022-01-01;в негосударственных коммерческих организациях;11212;13682;3967;17649
Россельхозбанк;3349;6;2022-01-01;в негосударственных некоммерческих организациях;11213;0;0;0
Россельхозбанк;3349;6;2022-01-01;в юридических лицах - нерезидентах;11214;0;0;0
Россельхозбанк;3349;6;2022-01-01;в кредитных организациях;11215;180076;1853;181929
Россельхозбанк;3349;6;2022-01-01;в банках-нерезидентах;11216;19156;46087;65243
Россельхозбанк;3349;6;2022-01-01;в Банке России;11217;0;0;0
Россельхозбанк;3349;6;2022-01-01;индивидуальным предпринимателям;11218;0;0;0
Россельхозбанк;3349;6;2022-01-01;гражданам (физическим лицам);11219;0;0;0
Россельхозбанк;3349;6;2022-01-01;физическим лицам - нерезидентам;11220;0;0;0
Россельхозбанк;3349;6;2022-01-01;в Банке России;11301;0;0;0
Россельхозбанк;3349;6;2022-01-01;в кредитных организациях;11302;3144;768;3912
Россельхозбанк;3349;6;2022-01-01;в банках-нерезидентах;11303;0;1645;1645
Россельхозбанк;3349;6;2022-01-01;в Банке России;11401;4102479;0;4102479
Россельхозбанк;3349;6;2022-01-01;в кредитных организациях;11402;0;0;0
Россельхозбанк;3349;6;2022-01-01;в банках-нерезидентах;11403;0;0;0
Россельхозбанк;3349;6;2022-01-01;Российской Федерации;11501;1883853;0;1883853
Россельхозбанк;3349;6;2022-01-01;субъектов Российской Федерации и органов местного самоуправления;11502;0;0;0
Россельхозбанк;3349;6;2022-01-01;Банка России;11503;0;0;0
