Банк;Номер лицензии банка;Место в рейтинге;Дата отчёта;Наименование статей;Символы;Суммы в рублях от операций в рублях;Суммы в рублях от операций в ин. валюте и драг. металлах;Всего
Совкомбанк;963;9;2022-01-01;Минфину России;11101;0;0;0
Совкомбанк;963;9;2022-01-01;финансовым органам субъектов Российской Федерации и органов местного самоуправления;11102;785652;0;785652
Совкомбанк;963;9;2022-01-01;государственным внебюджетным фондам Российской Федерации;11103;0;0;0
Совкомбанк;963;9;2022-01-01;внебюджетным фондам субъектов Российской Федерации и органов местного самоуправления;11104;0;0;0
Совкомбанк;963;9;2022-01-01;финансовым организациям, находящимся в федеральной собственности;11105;0;0;0
Совкомбанк;963;9;2022-01-01;коммерческим организациям, находящимся в федеральной собственности;11106;312288;0;312288
Совкомбанк;963;9;2022-01-01;некоммерческим организациям, находящимся в федеральной собственности;11107;0;0;0
Совкомбанк;963;9;2022-01-01;финансовым организациям, находящимся в государственной (кроме федеральной) собственности;11108;0;0;0
Совкомбанк;963;9;2022-01-01;коммерческим организациям, находящимся в государственной (кроме федеральной) собственности;11109;21989;0;21989
Совкомбанк;963;9;2022-01-01;некоммерческим организациям, находящимся в государственной (кроме федеральной) собственности;11110;0;0;0
Совкомбанк;963;9;2022-01-01;негосударственным финансовым организациям;11111;6024123;377;6024500
Совкомбанк;963;9;2022-01-01;негосударственным коммерческим организациям;11112;19598586;379727;19978313
Совкомбанк;963;9;2022-01-01;негосударственным некоммерческим организациям;11113;19155;700;19855
Совкомбанк;963;9;2022-01-01;индивидуальным предпринимателям;11114;693407;36018;729425
Совкомбанк;963;9;2022-01-01;гражданам (физическим лицам);11115;61310658;228402;61539060
Совкомбанк;963;9;2022-01-01;юридическим лицам - нерезидентам;11116;183156;6653652;6836808
Совкомбанк;963;9;2022-01-01;физическим лицам - нерезидентам;11117;16069;66;16135
Совкомбанк;963;9;2022-01-01;кредитным организациям;11118;598638;20480;619118
Совкомбанк;963;9;2022-01-01;банкам-нерезидентам;11119;176014;845516;1021530
Совкомбанк;963;9;2022-01-01;иностранным государствам;11120;0;0;0
Совкомбанк;963;9;2022-01-01;в Минфине России;11201;0;0;0
Совкомбанк;963;9;2022-01-01;в финансовых органах субъектов Российской Федерации и органов местного самоуправления;11202;0;0;0
Совкомбанк;963;9;2022-01-01;в государственных внебюджетных фондах Российской Федерации;11203;0;0;0
Совкомбанк;963;9;2022-01-01;во внебюджетных фондах субъектов Российской Федерации и органов местного самоуправления;11204;0;0;0
Совкомбанк;963;9;2022-01-01;в финансовых организациях, находящихся в федеральной собственности;11205;0;0;0
Совкомбанк;963;9;2022-01-01;в коммерческих организациях, находящихся в федеральной собственности;11206;0;0;0
Совкомбанк;963;9;2022-01-01;в некоммерческих организациях, находящихся в федеральной собственности;11207;0;0;0
Совкомбанк;963;9;2022-01-01;в финансовых организациях, находящихся в государственной (кроме федеральной) собственности;11208;0;0;0
Совкомбанк;963;9;2022-01-01;в коммерческих организациях, находящихся в государственной (кроме федеральной) собственности;11209;0;0;0
Совкомбанк;963;9;2022-01-01;в некоммерческих организациях, находящихся в государственной (кроме федеральной) собственности;11210;0;0;0
Совкомбанк;963;9;2022-01-01;в негосударственных финансовых организациях;11211;26937;316;27253
Совкомбанк;963;9;2022-01-01;в негосударственных коммерческих организациях;11212;272263;1160;273423
Совкомбанк;963;9;2022-01-01;в негосударственных некоммерческих организациях;11213;125;0;125
Совкомбанк;963;9;2022-01-01;в юридических лицах - нерезидентах;11214;18185;37343;55528
Совкомбанк;963;9;2022-01-01;в кредитных организациях;11215;2900988;15015;2916003
Совкомбанк;963;9;2022-01-01;в банках-нерезидентах;11216;4;30999;31003
Совкомбанк;963;9;2022-01-01;в Банке России;11217;0;0;0
Совкомбанк;963;9;2022-01-01;индивидуальным предпринимателям;11218;4883;0;4883
Совкомбанк;963;9;2022-01-01;гражданам (физическим лицам);11219;50411;0;50411
Совкомбанк;963;9;2022-01-01;физическим лицам - нерезидентам;11220;0;0;0
Совкомбанк;963;9;2022-01-01;в Банке России;11301;0;0;0
Совкомбанк;963;9;2022-01-01;в кредитных организациях;11302;294;36;330
Совкомбанк;963;9;2022-01-01;в банках-нерезидентах;11303;0;84;84
Совкомбанк;963;9;2022-01-01;в Банке России;11401;578182;0;578182
Совкомбанк;963;9;2022-01-01;в кредитных организациях;11402;0;0;0
Совкомбанк;963;9;2022-01-01;в банках-нерезидентах;11403;0;0;0
Совкомбанк;963;9;2022-01-01;Российской Федерации;11501;15321;107478;122799
Совкомбанк;963;9;2022-01-01;субъектов Российской Федерации и органов местного самоуправления;11502;1460830;0;1460830
Совкомбанк;963;9;2022-01-01;Банка России;11503;0;0;0
Совкомбанк;963;9;2022-01-01;кредитных организаций;11504;1480551;20670;1501221
Совкомбанк;963;9;2022-01-01;прочих резидентов;11505;10641492;1390715;12032207
Совкомбанк;963;9;2022-01-01;иностранных государств;11506;0;112081;112081
Совкомбанк;963;9;2022-01-01;банков-нерезидентов;11507;45128;472317;517445
Совкомбанк;963;9;2022-01-01;прочих нерезидентов;11508;22;5935920;5935942
Совкомбанк;963;9;2022-01-01;Российской Федерации;11601;4133632;32261;4165893
Совкомбанк;963;9;2022-01-01;субъектов Российской Федерации и органов местного самоуправления;11602;0;0;0
Совкомбанк;963;9;2022-01-01;Банка России;11603;0;0;0
Совкомбанк;963;9;2022-01-01;кредитных организаций;11604;0;0;0
Совкомбанк;963;9;2022-01-01;прочих резидентов;11605;5788219;0;5788219
Совкомбанк;963;9;2022-01-01;иностранных государств;11606;0;0;0
Совкомбанк;963;9;2022-01-01;банков-нерезидентов;11607;0;0;0
Совкомбанк;963;9;2022-01-01;прочих нерезидентов;11608;0;399356;399356
Совкомбанк;963;9;2022-01-01;Российской Федерации;11701;0;0;0
Совкомбанк;963;9;2022-01-01;субъектов Российской Федерации и органов местного самоуправления;11702;304920;0;304920
Совкомбанк;963;9;2022-01-01;Банка России;11703;0;0;0
Совкомбанк;963;9;2022-01-01;кредитных организаций;11704;0;27893;27893
Совкомбанк;963;9;2022-01-01;прочих резидентов;11705;1115049;197846;1312895
Совкомбанк;963;9;2022-01-01;иностранных государств;11706;0;0;0
Совкомбанк;963;9;2022-01-01;банков-нерезидентов;11707;0;0;0
Совкомбанк;963;9;2022-01-01;прочих нерезидентов;11708;0;1667480;1667480
Совкомбанк;963;9;2022-01-01;органов федеральной власти;11801;0;0;0
Совкомбанк;963;9;2022-01-01;органов власти субъектов Российской Федерации и органов местного самоуправления;11802;0;0;0
Совкомбанк;963;9;2022-01-01;кредитных организаций;11803;0;0;0
Совкомбанк;963;9;2022-01-01;прочих резидентов;11804;0;0;0
Совкомбанк;963;9;2022-01-01;органов государственной власти иностранных государств;11805;0;0;0
Совкомбанк;963;9;2022-01-01;органов местной власти иностранных государств;11806;0;0;0
Совкомбанк;963;9;2022-01-01;банков-нерезидентов;11807;0;0;0
Совкомбанк;963;9;2022-01-01;прочих нерезидентов;11808;0;0;0
Совкомбанк;963;9;2022-01-01;Минфину России;12101;0;0;0
Совкомбанк;963;9;2022-01-01;финансовым органам субъектов Российской Федерации и органов местного самоуправления;12102;0;0;0
Совкомбанк;963;9;2022-01-01;государственным внебюджетным фондам Российской Федерации;12103;0;0;0
Совкомбанк;963;9;2022-01-01;внебюджетным фондам субъектов Российской Федерации и органов местного самоуправления;12104;0;0;0
Совкомбанк;963;9;2022-01-01;финансовым организациям, находящимся в федеральной собственности;12105;0;0;0
Совкомбанк;963;9;2022-01-01;коммерческим организациям, находящимся в федеральной собственности;12106;0;0;0
Совкомбанк;963;9;2022-01-01;некоммерческим организациям, находящимся в федеральной собственности;12107;0;0;0
Совкомбанк;963;9;2022-01-01;финансовым организациям, находящимся в государственной (кроме федеральной) собственности;12108;0;0;0
Совкомбанк;963;9;2022-01-01;коммерческим организациям, находящимся в государственной (кроме федеральной) собственности;12109;0;0;0
Совкомбанк;963;9;2022-01-01;некоммерческим организациям, находящимся в государственной (кроме федеральной) собственности;12110;0;0;0
Совкомбанк;963;9;2022-01-01;негосударственным финансовым организациям;12111;122999;11318;134317
Совкомбанк;963;9;2022-01-01;негосударственным коммерческим организациям;12112;663400;8730;672130
Совкомбанк;963;9;2022-01-01;негосударственным некоммерческим организациям;12113;0;0;0
Совкомбанк;963;9;2022-01-01;индивидуальным предпринимателям;12114;2568;0;2568
Совкомбанк;963;9;2022-01-01;гражданам (физическим лицам);12115;18135775;8131;18143906
Совкомбанк;963;9;2022-01-01;юридическим лицам - нерезидентам;12116;5172;893693;898865
Совкомбанк;963;9;2022-01-01;физическим лицам - нерезидентам;12117;122;0;122
Совкомбанк;963;9;2022-01-01;кредитным организациям;12118;29663;0;29663
Совкомбанк;963;9;2022-01-01;банкам-нерезидентам;12119;44733;120318;165051
Совкомбанк;963;9;2022-01-01;иностранным государствам;12120;0;0;0
Совкомбанк;963;9;2022-01-01;в Минфине России;12201;0;0;0
Совкомбанк;963;9;2022-01-01;в финансовых органах субъектов Российской Федерации и органов местного самоуправления;12202;0;0;0
Совкомбанк;963;9;2022-01-01;в государственных внебюджетных фондах Российской Федерации;12203;0;0;0
Совкомбанк;963;9;2022-01-01;во внебюджетных фондах субъектов Российской Федерации и органов местного самоуправления;12204;0;0;0
Совкомбанк;963;9;2022-01-01;в финансовых организациях, находящихся в федеральной собственности;12205;0;0;0
Совкомбанк;963;9;2022-01-01;в коммерческих организациях, находящихся в федеральной собственности;12206;0;0;0
Совкомбанк;963;9;2022-01-01;в некоммерческих организациях, находящихся в федеральной собственности;12207;0;0;0
Совкомбанк;963;9;2022-01-01;в финансовых организациях, находящихся в государственной (кроме федеральной) собственности;12208;0;0;0
Совкомбанк;963;9;2022-01-01;в коммерческих организациях, находящихся в государственной (кроме федеральной) собственности;12209;0;0;0
Совкомбанк;963;9;2022-01-01;в некоммерческих организациях, находящихся в государственной (кроме федеральной) собственности;12210;0;0;0
Совкомбанк;963;9;2022-01-01;в негосударственных финансовых организациях;12211;854;0;854
Совкомбанк;963;9;2022-01-01;в негосударственных коммерческих организациях;12212;102408;0;102408
Совкомбанк;963;9;2022-01-01;в негосударственных некоммерческих организациях;12213;0;0;0
Совкомбанк;963;9;2022-01-01;в юридических лицах - нерезидентах;12214;7500;0;7500
Совкомбанк;963;9;2022-01-01;в кредитных организациях;12215;0;0;0
Совкомбанк;963;9;2022-01-01;в банках-нерезидентах;12216;0;0;0
Совкомбанк;963;9;2022-01-01;в Банке России;12217;0;0;0
Совкомбанк;963;9;2022-01-01;индивидуальным предпринимателям;12218;0;0;0
Совкомбанк;963;9;2022-01-01;гражданам (физическим лицам);12219;0;0;0
Совкомбанк;963;9;2022-01-01;физическим лицам - нерезидентам;12220;0;0;0
Совкомбанк;963;9;2022-01-01;в Банке России;12301;0;0;0
Совкомбанк;963;9;2022-01-01;в кредитных организациях;12302;0;0;0
Совкомбанк;963;9;2022-01-01;в банках-нерезидентах;12303;0;0;0
Совкомбанк;963;9;2022-01-01;Минфину России;13101;0;0;0
Совкомбанк;963;9;2022-01-01;финансовым органам субъектов Российской Федерации и органов местного самоуправления;13102;0;0;0
Совкомбанк;963;9;2022-01-01;государственным внебюджетным фондам Российской Федерации;13103;0;0;0
Совкомбанк;963;9;2022-01-01;внебюджетным фондам субъектов Российской Федерации и органов местного самоуправления;13104;0;0;0
Совкомбанк;963;9;2022-01-01;финансовым организациям, находящимся в федеральной собственности;13105;0;0;0
Совкомбанк;963;9;2022-01-01;коммерческим организациям, находящимся в федеральной собственности;13106;0;0;0
Совкомбанк;963;9;2022-01-01;некоммерческим организациям, находящимся в федеральной собственности;13107;0;0;0
Совкомбанк;963;9;2022-01-01;финансовым организациям, находящимся в государственной (кроме федеральной) собственности;13108;0;0;0
Совкомбанк;963;9;2022-01-01;коммерческим организациям, находящимся в государственной (кроме федеральной) собственности;13109;0;0;0
Совкомбанк;963;9;2022-01-01;некоммерческим организациям, находящимся в государственной (кроме федеральной) собственности;13110;0;0;0
Совкомбанк;963;9;2022-01-01;негосударственным финансовым организациям;13111;128275;0;128275
Совкомбанк;963;9;2022-01-01;негосударственным коммерческим организациям;13112;0;0;0
Совкомбанк;963;9;2022-01-01;негосударственным некоммерческим организациям;13113;0;0;0
Совкомбанк;963;9;2022-01-01;индивидуальным предпринимателям;13114;0;0;0
Совкомбанк;963;9;2022-01-01;гражданам (физическим лицам);13115;0;0;0
Совкомбанк;963;9;2022-01-01;юридическим лицам - нерезидентам;13116;0;0;0
Совкомбанк;963;9;2022-01-01;физическим лицам - нерезидентам;13117;0;0;0
Совкомбанк;963;9;2022-01-01;кредитным организациям;13118;0;0;0
Совкомбанк;963;9;2022-01-01;банкам-нерезидентам;13119;0;0;0
Совкомбанк;963;9;2022-01-01;иностранным государствам;13120;0;0;0
Совкомбанк;963;9;2022-01-01;в Минфине России;13201;0;0;0
Совкомбанк;963;9;2022-01-01;в финансовых органах субъектов Российской Федерации и органов местного самоуправления;13202;0;0;0
Совкомбанк;963;9;2022-01-01;в государственных внебюджетных фондах Российской Федерации;13203;0;0;0
Совкомбанк;963;9;2022-01-01;во внебюджетных фондах субъектов Российской Федерации и органов местного самоуправления;13204;0;0;0
Совкомбанк;963;9;2022-01-01;в финансовых организациях, находящихся в федеральной собственности;13205;0;0;0
Совкомбанк;963;9;2022-01-01;в коммерческих организациях, находящихся в федеральной собственности;13206;0;0;0
Совкомбанк;963;9;2022-01-01;в некоммерческих организациях, находящихся в федеральной собственности;13207;0;0;0
Совкомбанк;963;9;2022-01-01;в финансовых организациях, находящихся в государственной (кроме федеральной) собственности;13208;0;0;0
Совкомбанк;963;9;2022-01-01;в коммерческих организациях, находящихся в государственной (кроме федеральной) собственности;13209;0;0;0
Совкомбанк;963;9;2022-01-01;в некоммерческих организациях, находящихся в государственной (кроме федеральной) собственности;13210;0;0;0
Совкомбанк;963;9;2022-01-01;в негосударственных финансовых организациях;13211;0;0;0
Совкомбанк;963;9;2022-01-01;в негосударственных коммерческих организациях;13212;0;0;0
Совкомбанк;963;9;2022-01-01;в негосударственных некоммерческих организациях;13213;0;0;0
Совкомбанк;963;9;2022-01-01;в юридических лицах - нерезидентах;13214;0;0;0
Совкомбанк;963;9;2022-01-01;в кредитных организациях;13215;0;0;0
Совкомбанк;963;9;2022-01-01;в банках-нерезидентах;13216;0;0;0
Совкомбанк;963;9;2022-01-01;в Банке России;13217;0;0;0
Совкомбанк;963;9;2022-01-01;индивидуальным предпринимателям;13218;0;0;0
Совкомбанк;963;9;2022-01-01;гражданам (физическим лицам);13219;0;0;0
Совкомбанк;963;9;2022-01-01;физическим лицам - нерезидентам;13220;0;0;0
Совкомбанк;963;9;2022-01-01;в Банке России;13301;0;0;0
Совкомбанк;963;9;2022-01-01;в кредитных организациях;13302;0;0;0
Совкомбанк;963;9;2022-01-01;в банках-нерезидентах;13303;0;0;0
Совкомбанк;963;9;2022-01-01;в Банке России;13401;0;0;0
Совкомбанк;963;9;2022-01-01;в кредитных организациях;13402;0;0;0
Совкомбанк;963;9;2022-01-01;в банках-нерезидентах;13403;0;0;0
Совкомбанк;963;9;2022-01-01;Российской Федерации;13501;0;0;0
Совкомбанк;963;9;2022-01-01;субъектов Российской Федерации и органов местного самоуправления;13502;0;0;0
Совкомбанк;963;9;2022-01-01;Банка России;13503;0;0;0
Совкомбанк;963;9;2022-01-01;кредитных организаций;13504;0;0;0
Совкомбанк;963;9;2022-01-01;прочих резидентов;13505;0;0;0
Совкомбанк;963;9;2022-01-01;иностранных государств;13506;0;0;0
Совкомбанк;963;9;2022-01-01;банков-нерезидентов;13507;0;0;0
Совкомбанк;963;9;2022-01-01;прочих нерезидентов;13508;0;0;0
Совкомбанк;963;9;2022-01-01;Российской Федерации;13601;148738;0;148738
Совкомбанк;963;9;2022-01-01;субъектов Российской Федерации и органов местного самоуправления;13602;0;0;0
Совкомбанк;963;9;2022-01-01;Банка России;13603;0;0;0
Совкомбанк;963;9;2022-01-01;кредитных организаций;13604;0;0;0
Совкомбанк;963;9;2022-01-01;прочих резидентов;13605;450;0;450
Совкомбанк;963;9;2022-01-01;иностранных государств;13606;0;0;0
Совкомбанк;963;9;2022-01-01;банков-нерезидентов;13607;0;0;0
Совкомбанк;963;9;2022-01-01;прочих нерезидентов;13608;18983;0;18983
Совкомбанк;963;9;2022-01-01;Российской Федерации;13701;0;0;0
Совкомбанк;963;9;2022-01-01;субъектов Российской Федерации и органов местного самоуправления;13702;2196;0;2196
Совкомбанк;963;9;2022-01-01;Банка России;13703;0;0;0
Совкомбанк;963;9;2022-01-01;кредитных организаций;13704;6289;0;6289
Совкомбанк;963;9;2022-01-01;прочих резидентов;13705;58098;0;58098
Совкомбанк;963;9;2022-01-01;иностранных государств;13706;0;0;0
Совкомбанк;963;9;2022-01-01;банков-нерезидентов;13707;0;0;0
Совкомбанк;963;9;2022-01-01;прочих нерезидентов;13708;123634;0;123634
Совкомбанк;963;9;2022-01-01;органов федеральной власти;13801;0;0;0
Совкомбанк;963;9;2022-01-01;органов власти субъектов Российской Федерации и органов местного самоуправления;13802;0;0;0
Совкомбанк;963;9;2022-01-01;кредитных организаций;13803;0;0;0
Совкомбанк;963;9;2022-01-01;прочих резидентов;13804;0;0;0
Совкомбанк;963;9;2022-01-01;органов государственной власти иностранных государств;13805;0;0;0
Совкомбанк;963;9;2022-01-01;органов местной власти иностранных государств;13806;0;0;0
Совкомбанк;963;9;2022-01-01;банков-нерезидентов;13807;0;0;0
Совкомбанк;963;9;2022-01-01;прочих нерезидентов;13808;0;0;0
Совкомбанк;963;9;2022-01-01;от Банка России;14101;0;0;0
Совкомбанк;963;9;2022-01-01;от кредитных организаций;14102;0;0;0
Совкомбанк;963;9;2022-01-01;от банков-нерезидентов;14103;0;0;0
Совкомбанк;963;9;2022-01-01;от иностранных государств;14104;0;0;0
Совкомбанк;963;9;2022-01-01;от других кредиторов;14105;0;0;0
Совкомбанк;963;9;2022-01-01;финансовых организаций, находящихся в федеральной собственности;14201;0;0;0
Совкомбанк;963;9;2022-01-01;коммерческих организаций, находящихся в федеральной собственности;14202;0;0;0
Совкомбанк;963;9;2022-01-01;некоммерческих организаций, находящихся в федеральной собственности;14203;0;0;0
Совкомбанк;963;9;2022-01-01;финансовых организаций, находящихся в государственной (кроме федеральной) собственности;14204;0;0;0
Совкомбанк;963;9;2022-01-01;коммерческих организаций, находящихся в государственной (кроме федеральной) собственности;14205;0;0;0
Совкомбанк;963;9;2022-01-01;некоммерческих организаций, находящихся в государственной (кроме федеральной) собственности;14206;0;0;0
Совкомбанк;963;9;2022-01-01;негосударственных финансовых организаций;14207;0;0;0
Совкомбанк;963;9;2022-01-01;негосударственных коммерческих организаций;14208;0;0;0
Совкомбанк;963;9;2022-01-01;негосударственных некоммерческих организаций;14209;0;0;0
Совкомбанк;963;9;2022-01-01;кредитных организаций;14210;0;0;0
Совкомбанк;963;9;2022-01-01;банков-нерезидентов;14211;0;0;0
Совкомбанк;963;9;2022-01-01;индивидуальных предпринимателей;14212;0;0;0
Совкомбанк;963;9;2022-01-01;юридических лиц - нерезидентов;14213;0;0;0
Совкомбанк;963;9;2022-01-01;Федерального казначейства;14301;0;0;0
Совкомбанк;963;9;2022-01-01;финансовых органов субъектов Российской Федерации и органов местного самоуправления;14302;0;0;0
Совкомбанк;963;9;2022-01-01;государственных внебюджетных фондов Российской Федерации;14303;0;0;0
Совкомбанк;963;9;2022-01-01;внебюджетных фондов субъектов Российской Федерации и органов местного самоуправления;14304;0;0;0
Совкомбанк;963;9;2022-01-01;финансовых организаций, находящихся в федеральной собственности;14305;0;0;0
Совкомбанк;963;9;2022-01-01;коммерческих организаций, находящихся в федеральной собственности;14306;0;0;0
Совкомбанк;963;9;2022-01-01;некоммерческих организаций, находящихся в федеральной собственности;14307;0;0;0
Совкомбанк;963;9;2022-01-01;финансовых организаций, находящихся в государственной (кроме федеральной) собственности;14308;0;0;0
Совкомбанк;963;9;2022-01-01;коммерческих организаций, находящихся в государственной (кроме федеральной) собственности;14309;0;0;0
Совкомбанк;963;9;2022-01-01;некоммерческих организаций, находящихся в государственной (кроме федеральной) собственности;14310;0;0;0
Совкомбанк;963;9;2022-01-01;негосударственных финансовых организаций;14311;0;0;0
Совкомбанк;963;9;2022-01-01;негосударственных коммерческих организаций;14312;0;0;0
Совкомбанк;963;9;2022-01-01;негосударственных некоммерческих организаций;14313;0;0;0
